year,origin_iso3,asylum_iso3,country_origin,country_asylum,refugees_out,asylum_seekers_out,total_displaced_out
2024,HND,BLZ,Honduras,Belize,95,438,533
2024,HND,CAN,Honduras,Canada,608,462,1070
2024,HND,CHL,Honduras,Chile,5,0,5
2024,HND,COL,Honduras,Colombia,5,0,5
2024,HND,CRI,Honduras,Costa Rica,226,1150,1376
2024,HND,DOM,Honduras,Dominican Republic,0,5,5
2024,HND,FIN,Honduras,Finland,47,11,58
2024,HND,FRA,Honduras,France,69,5,74
2024,HND,GBR,Honduras,United Kingdom of Great Britain and Northern Ireland,863,685,1548
2024,HND,DEU,Honduras,Germany,94,115,209
2024,HND,GTM,Honduras,Guatemala,319,1016,1335
2024,HND,HND,Honduras,Honduras,0,0,0
2024,HND,ISL,Honduras,Iceland,8,5,13
2024,HND,IRL,Honduras,Ireland,17,24,41
2024,HND,ITA,Honduras,Italy,542,536,1078
2024,HND,MEX,Honduras,Mexico,72914,62840,135754
2024,HND,NLD,Honduras,Netherlands (Kingdom of the),13,12,25
2024,HND,NOR,Honduras,Norway,5,5,10
2024,HND,PAN,Honduras,Panama,10,29,39
2024,HND,PER,Honduras,Peru,0,12,12
2024,HND,SLV,Honduras,El Salvador,34,44,78
2024,HND,ESP,Honduras,Spain,2563,5425,7988
2024,HND,SWE,Honduras,Sweden,17,0,17
2024,HND,CHE,Honduras,Switzerland,5,8,13
2024,HND,URY,Honduras,Uruguay,0,5,5
2024,HND,USA,Honduras,United States of America,22479,164784,187263
2023,HND,ARG,Honduras,Argentina,5,5,10
2023,HND,BEL,Honduras,Belgium,18,0,18
2023,HND,BRA,Honduras,Brazil,8,22,30
2023,HND,BLZ,Honduras,Belize,56,414,470
2023,HND,CAN,Honduras,Canada,461,359,820
2023,HND,CHL,Honduras,Chile,5,0,5
2023,HND,COL,Honduras,Colombia,5,0,5
2023,HND,CRI,Honduras,Costa Rica,252,1172,1424
2023,HND,DOM,Honduras,Dominican Republic,0,10,10
2023,HND,FIN,Honduras,Finland,41,23,64
2023,HND,FRA,Honduras,France,61,12,73
2023,HND,GBR,Honduras,United Kingdom of Great Britain and Northern Ireland,519,1487,2006
2023,HND,DEU,Honduras,Germany,106,83,189
2023,HND,GTM,Honduras,Guatemala,226,677,903
2023,HND,HND,Honduras,Honduras,0,0,0
2023,HND,ISL,Honduras,Iceland,15,5,20
2023,HND,IRL,Honduras,Ireland,10,17,27
2023,HND,ISR,Honduras,Israel,0,5,5
2023,HND,ITA,Honduras,Italy,529,274,803
2023,HND,MEX,Honduras,Mexico,57661,62643,120304
2023,HND,NLD,Honduras,Netherlands (Kingdom of the),13,9,22
2023,HND,NIC,Honduras,Nicaragua,74,26,100
2023,HND,NOR,Honduras,Norway,6,0,6
2023,HND,PAN,Honduras,Panama,12,71,83
2023,HND,PER,Honduras,Peru,0,11,11
2023,HND,SLV,Honduras,El Salvador,31,20,51
2023,HND,ESP,Honduras,Spain,2559,6085,8644
2023,HND,SWE,Honduras,Sweden,26,5,31
2023,HND,CHE,Honduras,Switzerland,5,8,13
2023,HND,URY,Honduras,Uruguay,0,5,5
2023,HND,USA,Honduras,United States of America,21659,143425,165084
2022,HND,ARG,Honduras,Argentina,5,10,15
2022,HND,AUS,Honduras,Australia,5,7,12
2022,HND,BEL,Honduras,Belgium,21,20,41
2022,HND,BRA,Honduras,Brazil,7,7,14
2022,HND,BLZ,Honduras,Belize,26,425,451
2022,HND,CAN,Honduras,Canada,384,352,736
2022,HND,CHL,Honduras,Chile,5,0,5
2022,HND,COL,Honduras,Colombia,5,0,5
2022,HND,CRI,Honduras,Costa Rica,229,1199,1428
2022,HND,DOM,Honduras,Dominican Republic,0,5,5
2022,HND,ECU,Honduras,Ecuador,0,5,5
2022,HND,FIN,Honduras,Finland,36,26,62
2022,HND,FRA,Honduras,France,60,5,65
2022,HND,GBR,Honduras,United Kingdom of Great Britain and Northern Ireland,148,1658,1806
2022,HND,DEU,Honduras,Germany,74,62,136
2022,HND,GTM,Honduras,Guatemala,145,539,684
2022,HND,HND,Honduras,Honduras,0,0,0
2022,HND,ISL,Honduras,Iceland,13,0,13
2022,HND,IRL,Honduras,Ireland,5,12,17
2022,HND,ISR,Honduras,Israel,0,5,5
2022,HND,ITA,Honduras,Italy,493,163,656
2022,HND,MEX,Honduras,Mexico,41671,56029,97700
2022,HND,NLD,Honduras,Netherlands (Kingdom of the),14,5,19
2022,HND,NIC,Honduras,Nicaragua,74,26,100
2022,HND,NOR,Honduras,Norway,6,0,6
2022,HND,PAN,Honduras,Panama,6,70,76
2022,HND,PER,Honduras,Peru,0,8,8
2022,HND,SLV,Honduras,El Salvador,31,5,36
2022,HND,ESP,Honduras,Spain,1969,6120,8089
2022,HND,SWE,Honduras,Sweden,29,33,62
2022,HND,CHE,Honduras,Switzerland,5,8,13
2022,HND,USA,Honduras,United States of America,19319,128780,148099
2019,JAM,ARG,Jamaica,Argentina,11,5,16
2019,JAM,AUS,Jamaica,Australia,5,0,5
2019,JAM,BEL,Jamaica,Belgium,5,0,5
2019,JAM,BRA,Jamaica,Brazil,0,11,11
2019,JAM,CAN,Jamaica,Canada,879,342,1221
2019,JAM,CRI,Jamaica,Costa Rica,0,8,8
2019,JAM,FRA,Jamaica,France,20,0,20
2019,JAM,GBR,Jamaica,United Kingdom of Great Britain and Northern Ireland,369,169,538
2019,JAM,DEU,Jamaica,Germany,66,62,128
2019,JAM,ITA,Jamaica,Italy,5,0,5
2019,JAM,MEX,Jamaica,Mexico,6,5,11
2019,JAM,NLD,Jamaica,Netherlands (Kingdom of the),190,10,200
2019,JAM,PAN,Jamaica,Panama,0,8,8
2019,JAM,ESP,Jamaica,Spain,32,25,57
2019,JAM,SWE,Jamaica,Sweden,0,5,5
2019,JAM,CHE,Jamaica,Switzerland,0,5,5
2019,JAM,TTO,Jamaica,Trinidad and Tobago,15,94,109
2019,JAM,USA,Jamaica,United States of America,926,1049,1975
2020,JAM,ARG,Jamaica,Argentina,12,0,12
2020,JAM,AUS,Jamaica,Australia,5,0,5
2020,JAM,BEL,Jamaica,Belgium,5,0,5
2020,JAM,BHS,Jamaica,Bahamas,5,0,5
2020,JAM,BRA,Jamaica,Brazil,0,11,11
2020,JAM,CAN,Jamaica,Canada,896,318,1214
2020,JAM,CRI,Jamaica,Costa Rica,0,13,13
2020,JAM,FRA,Jamaica,France,20,0,20
2020,JAM,GBR,Jamaica,United Kingdom of Great Britain and Northern Ireland,324,212,536
2020,JAM,DEU,Jamaica,Germany,68,40,108
2020,JAM,MEX,Jamaica,Mexico,6,5,11
2020,JAM,NLD,Jamaica,Netherlands (Kingdom of the),187,5,192
2020,JAM,PAN,Jamaica,Panama,0,5,5
2020,JAM,ESP,Jamaica,Spain,58,5,63
2020,JAM,CHE,Jamaica,Switzerland,7,0,7
2020,JAM,TTO,Jamaica,Trinidad and Tobago,37,124,161
2020,JAM,USA,Jamaica,United States of America,896,1164,2060
2021,JAM,ARG,Jamaica,Argentina,13,0,13
2021,JAM,AUS,Jamaica,Australia,5,0,5
2021,JAM,BEL,Jamaica,Belgium,5,0,5
2021,JAM,BHS,Jamaica,Bahamas,5,0,5
2021,JAM,BRA,Jamaica,Brazil,0,11,11
2021,JAM,CAN,Jamaica,Canada,824,390,1214
2021,JAM,CRI,Jamaica,Costa Rica,0,32,32
2021,JAM,FRA,Jamaica,France,39,0,39
2021,JAM,GBR,Jamaica,United Kingdom of Great Britain and Northern Ireland,264,201,465
2021,JAM,DEU,Jamaica,Germany,72,42,114
2021,JAM,MEX,Jamaica,Mexico,6,14,20
2021,JAM,NLD,Jamaica,Netherlands (Kingdom of the),179,11,190
2021,JAM,PAN,Jamaica,Panama,0,5,5
2021,JAM,ESP,Jamaica,Spain,61,20,81
2021,JAM,SWE,Jamaica,Sweden,5,0,5
2021,JAM,CHE,Jamaica,Switzerland,7,0,7
2021,JAM,TTO,Jamaica,Trinidad and Tobago,42,160,202
2021,JAM,USA,Jamaica,United States of America,892,1419,2311
2024,JAM,ARG,Jamaica,Argentina,15,0,15
2024,JAM,BRB,Jamaica,Barbados,5,8,13
2024,JAM,BEL,Jamaica,Belgium,10,8,18
2024,JAM,BHS,Jamaica,Bahamas,0,8,8
2024,JAM,BRA,Jamaica,Brazil,0,23,23
2024,JAM,CAN,Jamaica,Canada,810,1042,1852
2024,JAM,CRI,Jamaica,Costa Rica,0,58,58
2024,JAM,FRA,Jamaica,France,47,0,47
2024,JAM,GBR,Jamaica,United Kingdom of Great Britain and Northern Ireland,246,167,413
2024,JAM,DEU,Jamaica,Germany,99,46,145
2024,JAM,ISR,Jamaica,Israel,0,5,5
2024,JAM,ITA,Jamaica,Italy,5,0,5
2024,JAM,MEX,Jamaica,Mexico,10,56,66
2024,JAM,NLD,Jamaica,Netherlands (Kingdom of the),114,35,149
2024,JAM,PAN,Jamaica,Panama,5,7,12
2024,JAM,PRT,Jamaica,Portugal,11,0,11
2024,JAM,ESP,Jamaica,Spain,80,25,105
2024,JAM,SWE,Jamaica,Sweden,5,0,5
2024,JAM,CHE,Jamaica,Switzerland,7,5,12
2024,JAM,TTO,Jamaica,Trinidad and Tobago,61,516,577
2024,JAM,USA,Jamaica,United States of America,1022,7451,8473
2023,JAM,ARG,Jamaica,Argentina,15,0,15
2023,JAM,BRB,Jamaica,Barbados,0,5,5
2023,JAM,BEL,Jamaica,Belgium,10,0,10
2023,JAM,BRA,Jamaica,Brazil,0,12,12
2023,JAM,CAN,Jamaica,Canada,439,556,995
2023,JAM,CRI,Jamaica,Costa Rica,0,53,53
2023,JAM,FRA,Jamaica,France,45,6,51
2023,JAM,GBR,Jamaica,United Kingdom of Great Britain and Northern Ireland,261,175,436
2023,JAM,DEU,Jamaica,Germany,90,32,122
2023,JAM,ITA,Jamaica,Italy,5,0,5
2023,JAM,MEX,Jamaica,Mexico,9,44,53
2023,JAM,NLD,Jamaica,Netherlands (Kingdom of the),132,19,151
2023,JAM,PAN,Jamaica,Panama,0,5,5
2023,JAM,PRT,Jamaica,Portugal,10,0,10
2023,JAM,ESP,Jamaica,Spain,67,30,97
2023,JAM,SWE,Jamaica,Sweden,5,0,5
2023,JAM,CHE,Jamaica,Switzerland,8,5,13
2023,JAM,TTO,Jamaica,Trinidad and Tobago,57,481,538
2023,JAM,USA,Jamaica,United States of America,975,5641,6616
2022,JAM,ARG,Jamaica,Argentina,14,0,14
2022,JAM,AUS,Jamaica,Australia,5,0,5
2022,JAM,BEL,Jamaica,Belgium,6,5,11
2022,JAM,BHS,Jamaica,Bahamas,5,0,5
2022,JAM,BRA,Jamaica,Brazil,0,15,15
2022,JAM,CAN,Jamaica,Canada,332,480,812
2022,JAM,CRI,Jamaica,Costa Rica,0,53,53
2022,JAM,FRA,Jamaica,France,41,0,41
2022,JAM,GBR,Jamaica,United Kingdom of Great Britain and Northern Ireland,244,198,442
2022,JAM,DEU,Jamaica,Germany,26,35,61
2022,JAM,MEX,Jamaica,Mexico,7,37,44
2022,JAM,NLD,Jamaica,Netherlands (Kingdom of the),152,14,166
2022,JAM,PAN,Jamaica,Panama,0,5,5
2022,JAM,PRT,Jamaica,Portugal,12,0,12
2022,JAM,ESP,Jamaica,Spain,65,15,80
2022,JAM,SWE,Jamaica,Sweden,5,0,5
2022,JAM,CHE,Jamaica,Switzerland,8,0,8
2022,JAM,TTO,Jamaica,Trinidad and Tobago,36,282,318
2022,JAM,USA,Jamaica,United States of America,900,2206,3106
2019,NIC,ARG,Nicaragua,Argentina,8,21,29
2019,NIC,AUT,Nicaragua,Austria,5,0,5
2019,NIC,BEL,Nicaragua,Belgium,9,17,26
2019,NIC,BRA,Nicaragua,Brazil,0,37,37
2019,NIC,BLZ,Nicaragua,Belize,0,5,5
2019,NIC,CAN,Nicaragua,Canada,203,514,717
2019,NIC,CHL,Nicaragua,Chile,0,5,5
2019,NIC,COL,Nicaragua,Colombia,14,0,14
2019,NIC,CRI,Nicaragua,Costa Rica,1402,43481,44883
2019,NIC,DNK,Nicaragua,Denmark,0,20,20
2019,NIC,DOM,Nicaragua,Dominican Republic,0,5,5
2019,NIC,ECU,Nicaragua,Ecuador,5,6,11
2019,NIC,FIN,Nicaragua,Finland,30,0,30
2019,NIC,FRA,Nicaragua,France,31,0,31
2019,NIC,GBR,Nicaragua,United Kingdom of Great Britain and Northern Ireland,12,86,98
2019,NIC,DEU,Nicaragua,Germany,5,127,132
2019,NIC,GTM,Nicaragua,Guatemala,100,203,303
2019,NIC,HND,Nicaragua,Honduras,46,99,145
2019,NIC,IRL,Nicaragua,Ireland,0,7,7
2019,NIC,ITA,Nicaragua,Italy,47,25,72
2019,NIC,MEX,Nicaragua,Mexico,545,2306,2851
2019,NIC,NLD,Nicaragua,Netherlands (Kingdom of the),0,49,49
2019,NIC,NOR,Nicaragua,Norway,0,19,19
2019,NIC,PAN,Nicaragua,Panama,178,7550,7728
2019,NIC,PER,Nicaragua,Peru,7,6,13
2019,NIC,SLV,Nicaragua,El Salvador,9,10,19
2019,NIC,ESP,Nicaragua,Spain,182,6145,6327
2019,NIC,SWE,Nicaragua,Sweden,38,238,276
2019,NIC,CHE,Nicaragua,Switzerland,5,14,19
2019,NIC,TTO,Nicaragua,Trinidad and Tobago,0,5,5
2019,NIC,URY,Nicaragua,Uruguay,6,8,14
2019,NIC,USA,Nicaragua,United States of America,1489,5861,7350
2020,NIC,ARG,Nicaragua,Argentina,11,19,30
2020,NIC,AUT,Nicaragua,Austria,5,0,5
2020,NIC,BEL,Nicaragua,Belgium,16,25,41
2020,NIC,BRA,Nicaragua,Brazil,0,40,40
2020,NIC,BLZ,Nicaragua,Belize,0,11,11
2020,NIC,CAN,Nicaragua,Canada,338,464,802
2020,NIC,CHL,Nicaragua,Chile,0,5,5
2020,NIC,COL,Nicaragua,Colombia,9,0,9
2020,NIC,CRI,Nicaragua,Costa Rica,3811,38700,42511
2020,NIC,DNK,Nicaragua,Denmark,9,0,9
2020,NIC,DOM,Nicaragua,Dominican Republic,0,5,5
2020,NIC,ECU,Nicaragua,Ecuador,5,0,5
2020,NIC,FIN,Nicaragua,Finland,53,22,75
2020,NIC,FRA,Nicaragua,France,33,5,38
2020,NIC,GBR,Nicaragua,United Kingdom of Great Britain and Northern Ireland,36,72,108
2020,NIC,DEU,Nicaragua,Germany,5,180,185
2020,NIC,GTM,Nicaragua,Guatemala,61,127,188
2020,NIC,HND,Nicaragua,Honduras,56,92,148
2020,NIC,IRL,Nicaragua,Ireland,9,5,14
2020,NIC,ITA,Nicaragua,Italy,0,23,23
2020,NIC,MEX,Nicaragua,Mexico,901,2461,3362
2020,NIC,NLD,Nicaragua,Netherlands (Kingdom of the),14,33,47
2020,NIC,NOR,Nicaragua,Norway,0,8,8
2020,NIC,PAN,Nicaragua,Panama,179,5662,5841
2020,NIC,PER,Nicaragua,Peru,7,8,15
2020,NIC,SLV,Nicaragua,El Salvador,9,13,22
2020,NIC,ESP,Nicaragua,Spain,1303,5640,6943
2020,NIC,SWE,Nicaragua,Sweden,63,72,135
2020,NIC,CHE,Nicaragua,Switzerland,5,15,20
2020,NIC,TTO,Nicaragua,Trinidad and Tobago,0,5,5
2020,NIC,URY,Nicaragua,Uruguay,9,0,9
2020,NIC,USA,Nicaragua,United States of America,1754,8373,10127
2021,NIC,ARG,Nicaragua,Argentina,16,15,31
2021,NIC,AUT,Nicaragua,Austria,5,0,5
2021,NIC,BEL,Nicaragua,Belgium,26,10,36
2021,NIC,BRA,Nicaragua,Brazil,21,20,41
2021,NIC,BLZ,Nicaragua,Belize,5,0,5
2021,NIC,CAN,Nicaragua,Canada,684,191,875
2021,NIC,CHL,Nicaragua,Chile,0,5,5
2021,NIC,COL,Nicaragua,Colombia,10,0,10
2021,NIC,CRI,Nicaragua,Costa Rica,4027,137274,141301
2021,NIC,DNK,Nicaragua,Denmark,13,0,13
2021,NIC,DOM,Nicaragua,Dominican Republic,0,5,5
2021,NIC,ECU,Nicaragua,Ecuador,5,0,5
2021,NIC,FIN,Nicaragua,Finland,63,36,99
2021,NIC,FRA,Nicaragua,France,68,7,75
2021,NIC,GBR,Nicaragua,United Kingdom of Great Britain and Northern Ireland,54,165,219
2021,NIC,DEU,Nicaragua,Germany,5,202,207
2021,NIC,GTM,Nicaragua,Guatemala,70,221,291
2021,NIC,HND,Nicaragua,Honduras,113,68,181
2021,NIC,IRL,Nicaragua,Ireland,11,15,26
2021,NIC,ITA,Nicaragua,Italy,9,5,14
2021,NIC,MEX,Nicaragua,Mexico,1619,3891,5510
2021,NIC,NLD,Nicaragua,Netherlands (Kingdom of the),40,5,45
2021,NIC,NOR,Nicaragua,Norway,10,0,10
2021,NIC,PAN,Nicaragua,Panama,179,5230,5409
2021,NIC,PER,Nicaragua,Peru,7,7,14
2021,NIC,SLV,Nicaragua,El Salvador,22,27,49
2021,NIC,ESP,Nicaragua,Spain,1797,4805,6602
2021,NIC,SWE,Nicaragua,Sweden,63,40,103
2021,NIC,CHE,Nicaragua,Switzerland,7,8,15
2021,NIC,TTO,Nicaragua,Trinidad and Tobago,0,5,5
2021,NIC,URY,Nicaragua,Uruguay,9,0,9
2021,NIC,USA,Nicaragua,United States of America,2083,11762,13845
2024,NIC,ARG,Nicaragua,Argentina,18,12,30
2024,NIC,AUT,Nicaragua,Austria,5,5,10
2024,NIC,BEL,Nicaragua,Belgium,43,34,77
2024,NIC,BRA,Nicaragua,Brazil,35,22,57
2024,NIC,BLZ,Nicaragua,Belize,16,6,22
2024,NIC,CAN,Nicaragua,Canada,930,576,1506
2024,NIC,CHL,Nicaragua,Chile,0,5,5
2024,NIC,COL,Nicaragua,Colombia,10,0,10
2024,NIC,CRI,Nicaragua,Costa Rica,15327,190037,205364
2024,NIC,DNK,Nicaragua,Denmark,13,0,13
2024,NIC,DOM,Nicaragua,Dominican Republic,0,5,5
2024,NIC,ECU,Nicaragua,Ecuador,9,0,9
2024,NIC,FIN,Nicaragua,Finland,167,33,200
2024,NIC,FRA,Nicaragua,France,149,10,159
2024,NIC,GBR,Nicaragua,United Kingdom of Great Britain and Northern Ireland,311,179,490
2024,NIC,DEU,Nicaragua,Germany,84,387,471
2024,NIC,GRC,Nicaragua,Greece,5,0,5
2024,NIC,GTM,Nicaragua,Guatemala,226,519,745
2024,NIC,HND,Nicaragua,Honduras,155,44,199
2024,NIC,IRL,Nicaragua,Ireland,98,73,171
2024,NIC,ITA,Nicaragua,Italy,73,63,136
2024,NIC,MEX,Nicaragua,Mexico,2838,8817,11655
2024,NIC,NLD,Nicaragua,Netherlands (Kingdom of the),82,48,130
2024,NIC,NOR,Nicaragua,Norway,13,29,42
2024,NIC,PAN,Nicaragua,Panama,61,4940,5001
2024,NIC,PER,Nicaragua,Peru,6,41,47
2024,NIC,SLV,Nicaragua,El Salvador,33,67,100
2024,NIC,ESP,Nicaragua,Spain,3228,5420,8648
2024,NIC,SWE,Nicaragua,Sweden,117,50,167
2024,NIC,CHE,Nicaragua,Switzerland,18,7,25
2024,NIC,URY,Nicaragua,Uruguay,8,5,13
2024,NIC,USA,Nicaragua,United States of America,5942,144767,150709
2023,NIC,ARG,Nicaragua,Argentina,18,19,37
2023,NIC,AUT,Nicaragua,Austria,5,5,10
2023,NIC,BEL,Nicaragua,Belgium,39,23,62
2023,NIC,BRA,Nicaragua,Brazil,33,23,56
2023,NIC,BLZ,Nicaragua,Belize,12,5,17
2023,NIC,CAN,Nicaragua,Canada,687,676,1363
2023,NIC,CHL,Nicaragua,Chile,0,5,5
2023,NIC,COL,Nicaragua,Colombia,10,0,10
2023,NIC,CRI,Nicaragua,Costa Rica,13326,171169,184495
2023,NIC,DNK,Nicaragua,Denmark,13,0,13
2023,NIC,DOM,Nicaragua,Dominican Republic,5,6,11
2023,NIC,ECU,Nicaragua,Ecuador,7,0,7
2023,NIC,FIN,Nicaragua,Finland,131,107,238
2023,NIC,FRA,Nicaragua,France,132,12,144
2023,NIC,GBR,Nicaragua,United Kingdom of Great Britain and Northern Ireland,191,289,480
2023,NIC,DEU,Nicaragua,Germany,29,443,472
2023,NIC,GTM,Nicaragua,Guatemala,167,344,511
2023,NIC,HND,Nicaragua,Honduras,142,51,193
2023,NIC,ISL,Nicaragua,Iceland,0,5,5
2023,NIC,IRL,Nicaragua,Ireland,57,96,153
2023,NIC,ITA,Nicaragua,Italy,69,44,113
2023,NIC,MEX,Nicaragua,Mexico,2714,8743,11457
2023,NIC,NLD,Nicaragua,Netherlands (Kingdom of the),86,48,134
2023,NIC,NOR,Nicaragua,Norway,12,26,38
2023,NIC,PAN,Nicaragua,Panama,203,4238,4441
2023,NIC,PER,Nicaragua,Peru,11,37,48
2023,NIC,SLV,Nicaragua,El Salvador,30,52,82
2023,NIC,ESP,Nicaragua,Spain,2602,5545,8147
2023,NIC,SWE,Nicaragua,Sweden,118,88,206
2023,NIC,CHE,Nicaragua,Switzerland,19,11,30
2023,NIC,URY,Nicaragua,Uruguay,8,5,13
2023,NIC,USA,Nicaragua,United States of America,4607,115917,120524
2022,NIC,ARG,Nicaragua,Argentina,17,17,34
2022,NIC,AUT,Nicaragua,Austria,5,5,10
2022,NIC,BEL,Nicaragua,Belgium,28,25,53
2022,NIC,BRA,Nicaragua,Brazil,29,14,43
2022,NIC,BLZ,Nicaragua,Belize,7,0,7
2022,NIC,CAN,Nicaragua,Canada,451,702,1153
2022,NIC,CHL,Nicaragua,Chile,0,5,5
2022,NIC,COL,Nicaragua,Colombia,10,0,10
2022,NIC,CRI,Nicaragua,Costa Rica,7083,217125,224208
2022,NIC,DNK,Nicaragua,Denmark,13,0,13
2022,NIC,DOM,Nicaragua,Dominican Republic,0,6,6
2022,NIC,ECU,Nicaragua,Ecuador,7,0,7
2022,NIC,FIN,Nicaragua,Finland,112,74,186
2022,NIC,FRA,Nicaragua,France,96,30,126
2022,NIC,GBR,Nicaragua,United Kingdom of Great Britain and Northern Ireland,73,315,388
2022,NIC,DEU,Nicaragua,Germany,8,383,391
2022,NIC,GTM,Nicaragua,Guatemala,104,248,352
2022,NIC,HND,Nicaragua,Honduras,125,56,181
2022,NIC,IRL,Nicaragua,Ireland,34,54,88
2022,NIC,ITA,Nicaragua,Italy,15,30,45
2022,NIC,MEX,Nicaragua,Mexico,2081,10297,12378
2022,NIC,NLD,Nicaragua,Netherlands (Kingdom of the),58,55,113
2022,NIC,NOR,Nicaragua,Norway,10,5,15
2022,NIC,PAN,Nicaragua,Panama,184,4277,4461
2022,NIC,PER,Nicaragua,Peru,10,0,10
2022,NIC,SLV,Nicaragua,El Salvador,29,20,49
2022,NIC,ESP,Nicaragua,Spain,2195,4860,7055
2022,NIC,SWE,Nicaragua,Sweden,70,164,234
2022,NIC,CHE,Nicaragua,Switzerland,9,9,18
2022,NIC,URY,Nicaragua,Uruguay,9,5,14
2022,NIC,USA,Nicaragua,United States of America,3215,38882,42097
2019,PAN,BRA,Panama,Brazil,0,9,9
2019,PAN,CAN,Panama,Canada,22,18,40
2019,PAN,CRI,Panama,Costa Rica,5,13,18
2019,PAN,ECU,Panama,Ecuador,0,5,5
2019,PAN,MEX,Panama,Mexico,5,11,16
2019,PAN,PER,Panama,Peru,0,9,9
2019,PAN,ESP,Panama,Spain,0,70,70
2019,PAN,USA,Panama,United States of America,13,105,118
2020,PAN,BRA,Panama,Brazil,0,8,8
2020,PAN,CAN,Panama,Canada,21,0,21
2020,PAN,CRI,Panama,Costa Rica,5,17,22
2020,PAN,MEX,Panama,Mexico,20,58,78
2020,PAN,PER,Panama,Peru,0,11,11
2020,PAN,ESP,Panama,Spain,12,95,107
2020,PAN,USA,Panama,United States of America,12,126,138
2021,PAN,BRA,Panama,Brazil,0,9,9
2021,PAN,CAN,Panama,Canada,24,14,38
2021,PAN,CRI,Panama,Costa Rica,6,56,62
2021,PAN,ECU,Panama,Ecuador,5,0,5
2021,PAN,DEU,Panama,Germany,0,5,5
2021,PAN,GTM,Panama,Guatemala,0,5,5
2021,PAN,MEX,Panama,Mexico,53,106,159
2021,PAN,PAN,Panama,Panama,0,0,0
2021,PAN,PER,Panama,Peru,0,11,11
2021,PAN,ESP,Panama,Spain,19,120,139
2021,PAN,USA,Panama,United States of America,11,186,197
2024,PAN,BRA,Panama,Brazil,0,8,8
2024,PAN,CAN,Panama,Canada,57,125,182
2024,PAN,CRI,Panama,Costa Rica,15,126,141
2024,PAN,ECU,Panama,Ecuador,5,0,5
2024,PAN,GBR,Panama,United Kingdom of Great Britain and Northern Ireland,0,14,14
2024,PAN,DEU,Panama,Germany,7,16,23
2024,PAN,ISL,Panama,Iceland,5,0,5
2024,PAN,IRL,Panama,Ireland,5,22,27
2024,PAN,ITA,Panama,Italy,5,26,31
2024,PAN,MEX,Panama,Mexico,81,192,273
2024,PAN,NLD,Panama,Netherlands (Kingdom of the),0,6,6
2024,PAN,PAN,Panama,Panama,0,0,0
2024,PAN,PER,Panama,Peru,0,19,19
2024,PAN,ESP,Panama,Spain,116,230,346
2024,PAN,CHE,Panama,Switzerland,0,5,5
2024,PAN,USA,Panama,United States of America,37,1838,1875
2023,PAN,BRA,Panama,Brazil,0,6,6
2023,PAN,CAN,Panama,Canada,12,106,118
2023,PAN,CRI,Panama,Costa Rica,6,105,111
2023,PAN,ECU,Panama,Ecuador,5,0,5
2023,PAN,GBR,Panama,United Kingdom of Great Britain and Northern Ireland,0,10,10
2023,PAN,DEU,Panama,Germany,5,18,23
2023,PAN,ISL,Panama,Iceland,5,0,5
2023,PAN,IRL,Panama,Ireland,0,11,11
2023,PAN,ITA,Panama,Italy,5,9,14
2023,PAN,MEX,Panama,Mexico,77,182,259
2023,PAN,NOR,Panama,Norway,0,5,5
2023,PAN,PAN,Panama,Panama,0,0,0
2023,PAN,PER,Panama,Peru,0,18,18
2023,PAN,ESP,Panama,Spain,90,195,285
2023,PAN,USA,Panama,United States of America,28,1226,1254
2022,PAN,BEL,Panama,Belgium,0,5,5
2022,PAN,BRA,Panama,Brazil,0,7,7
2022,PAN,CAN,Panama,Canada,5,53,58
2022,PAN,CRI,Panama,Costa Rica,6,99,105
2022,PAN,ECU,Panama,Ecuador,5,0,5
2022,PAN,GBR,Panama,United Kingdom of Great Britain and Northern Ireland,0,6,6
2022,PAN,DEU,Panama,Germany,0,15,15
2022,PAN,ISL,Panama,Iceland,5,0,5
2022,PAN,IRL,Panama,Ireland,0,7,7
2022,PAN,ITA,Panama,Italy,0,6,6
2022,PAN,MEX,Panama,Mexico,65,184,249
2022,PAN,PAN,Panama,Panama,0,0,0
2022,PAN,PER,Panama,Peru,0,11,11
2022,PAN,ESP,Panama,Spain,35,120,155
2022,PAN,USA,Panama,United States of America,19,504,523
2024,PRI,MEX,Puerto Rico,Mexico,0,5,5
2023,PRI,MEX,Puerto Rico,Mexico,0,5,5
2019,SLV,ARG,El Salvador,Argentina,32,42,74
2019,SLV,AUS,El Salvador,Australia,8,26,34
2019,SLV,BEL,El Salvador,Belgium,389,162,551
2019,SLV,BRA,El Salvador,Brazil,60,0,60
2019,SLV,BLZ,El Salvador,Belize,24,1259,1283
2019,SLV,CAN,El Salvador,Canada,1547,700,2247
2019,SLV,CHL,El Salvador,Chile,9,27,36
2019,SLV,COL,El Salvador,Colombia,11,0,11
2019,SLV,CRI,El Salvador,Costa Rica,1155,854,2009
2019,SLV,DNK,El Salvador,Denmark,5,6,11
2019,SLV,ECU,El Salvador,Ecuador,33,10,43
2019,SLV,FIN,El Salvador,Finland,10,5,15
2019,SLV,FRA,El Salvador,France,66,6,72
2019,SLV,GBR,El Salvador,United Kingdom of Great Britain and Northern Ireland,304,998,1302
2019,SLV,DEU,El Salvador,Germany,85,41,126
2019,SLV,GRC,El Salvador,Greece,12,0,12
2019,SLV,GTM,El Salvador,Guatemala,230,175,405
2019,SLV,HND,El Salvador,Honduras,22,5,27
