Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2023,Belize,Honduras,BLZ,HND,56,414,0,0,0,0,0
2023,Canada,Honduras,CAN,HND,461,359,0,0,0,0,0
2023,Chile,Honduras,CHL,HND,5,0,0,0,0,0,0
2023,Colombia,Honduras,COL,HND,5,0,0,0,0,0,0
2023,"Costa Rica",Honduras,CRI,HND,252,1172,0,0,0,0,10
2023,"Dominican Rep.",Honduras,DOM,HND,0,10,0,0,0,0,0
2023,Finland,Honduras,FIN,HND,41,23,0,0,0,0,0
2023,France,Honduras,FRA,HND,61,12,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland",Honduras,GBR,HND,519,1487,0,0,0,0,0
2023,Germany,Honduras,DEU,HND,106,83,0,0,0,0,0
2023,Guatemala,Honduras,GTM,HND,226,677,0,0,0,0,5949
2023,Honduras,Honduras,HND,HND,0,0,247090,0,0,0,28402
2023,Iceland,Honduras,ISL,HND,15,5,0,0,0,0,0
2023,Ireland,Honduras,IRL,HND,10,17,0,0,0,0,0
2023,Israel,Honduras,ISR,HND,0,5,0,0,0,0,0
2023,Italy,Honduras,ITA,HND,529,274,0,0,0,0,0
2023,Mexico,Honduras,MEX,HND,57661,62643,0,0,0,0,16534
2023,"Netherlands (Kingdom of the)",Honduras,NLD,HND,13,9,0,0,0,0,0
2023,Nicaragua,Honduras,NIC,HND,74,26,0,0,0,0,56
2023,Norway,Honduras,NOR,HND,6,0,0,0,0,0,0
2023,Panama,Honduras,PAN,HND,12,71,0,0,0,0,0
2023,Peru,Honduras,PER,HND,0,11,0,0,0,0,0
2023,"El Salvador",Honduras,SLV,HND,31,20,0,0,0,0,0
2023,Spain,Honduras,ESP,HND,2559,6085,0,0,0,0,0
2023,Sweden,Honduras,SWE,HND,26,5,0,0,0,0,0
2023,Switzerland,Honduras,CHE,HND,5,8,0,0,0,0,0
2023,Uruguay,Honduras,URY,HND,0,5,0,0,0,0,0
2023,"United States of America",Honduras,USA,HND,21659,143425,0,0,0,0,0
2022,Argentina,Honduras,ARG,HND,5,10,0,0,0,0,0
2022,Australia,Honduras,AUS,HND,5,7,0,0,0,0,0
2022,Belgium,Honduras,BEL,HND,21,20,0,0,0,0,0
2022,Brazil,Honduras,BRA,HND,7,7,0,0,0,0,0
2022,Belize,Honduras,BLZ,HND,26,425,0,0,0,0,0
2022,Canada,Honduras,CAN,HND,384,352,0,0,0,0,0
2022,Chile,Honduras,CHL,HND,5,0,0,0,0,0,0
2022,Colombia,Honduras,COL,HND,5,0,0,0,0,0,0
2022,"Costa Rica",Honduras,CRI,HND,229,1199,0,0,0,0,19
2022,"Dominican Rep.",Honduras,DOM,HND,0,5,0,0,0,0,0
2022,Ecuador,Honduras,ECU,HND,0,5,0,0,0,0,0
2022,Finland,Honduras,FIN,HND,36,26,0,0,0,0,0
2022,France,Honduras,FRA,HND,60,5,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Honduras,GBR,HND,148,1658,0,0,0,0,0
2022,Germany,Honduras,DEU,HND,74,62,0,0,0,0,0
2022,Guatemala,Honduras,GTM,HND,145,539,0,0,0,0,12557
2022,Honduras,Honduras,HND,HND,0,0,247090,0,0,0,4119
2022,Iceland,Honduras,ISL,HND,13,0,0,0,0,0,0
2022,Ireland,Honduras,IRL,HND,5,12,0,0,0,0,0
2022,Israel,Honduras,ISR,HND,0,5,0,0,0,0,0
2022,Italy,Honduras,ITA,HND,493,163,0,0,0,0,0
2022,Mexico,Honduras,MEX,HND,41671,56029,0,0,0,0,38598
2022,"Netherlands (Kingdom of the)",Honduras,NLD,HND,14,5,0,0,0,0,0
2022,Nicaragua,Honduras,NIC,HND,74,26,0,0,0,0,56
2022,Norway,Honduras,NOR,HND,6,0,0,0,0,0,0
2022,Panama,Honduras,PAN,HND,6,70,0,0,0,0,0
2022,Peru,Honduras,PER,HND,0,8,0,0,0,0,0
2022,"El Salvador",Honduras,SLV,HND,31,5,0,0,0,0,0
2022,Spain,Honduras,ESP,HND,1969,6120,0,0,0,0,0
2022,Sweden,Honduras,SWE,HND,29,33,0,0,0,0,0
2022,Switzerland,Honduras,CHE,HND,5,8,0,0,0,0,0
2022,"United States of America",Honduras,USA,HND,19319,128780,0,0,0,0,0
2019,Argentina,Jamaica,ARG,JAM,11,5,0,0,0,0,0
2019,Australia,Jamaica,AUS,JAM,5,0,0,0,0,0,0
2019,Belgium,Jamaica,BEL,JAM,5,0,0,0,0,0,0
2019,Brazil,Jamaica,BRA,JAM,0,11,0,0,0,0,0
2019,Canada,Jamaica,CAN,JAM,879,342,0,0,0,0,0
2019,"Costa Rica",Jamaica,CRI,JAM,0,8,0,0,0,0,0
2019,France,Jamaica,FRA,JAM,20,0,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Jamaica,GBR,JAM,369,169,0,0,0,0,0
2019,Germany,Jamaica,DEU,JAM,66,62,0,0,0,0,0
2019,Italy,Jamaica,ITA,JAM,5,0,0,0,0,0,0
2019,Mexico,Jamaica,MEX,JAM,6,5,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Jamaica,NLD,JAM,190,10,0,0,0,0,0
2019,Panama,Jamaica,PAN,JAM,0,8,0,0,0,0,0
2019,Spain,Jamaica,ESP,JAM,32,25,0,0,0,0,0
2019,Sweden,Jamaica,SWE,JAM,0,5,0,0,0,0,0
2019,Switzerland,Jamaica,CHE,JAM,0,5,0,0,0,0,0
2019,"Trinidad and Tobago",Jamaica,TTO,JAM,15,94,0,0,0,0,0
2019,"United States of America",Jamaica,USA,JAM,926,1049,0,0,0,0,0
2020,Argentina,Jamaica,ARG,JAM,12,0,0,0,0,0,0
2020,Australia,Jamaica,AUS,JAM,5,0,0,0,0,0,0
2020,Belgium,Jamaica,BEL,JAM,5,0,0,0,0,0,0
2020,Bahamas,Jamaica,BHS,JAM,5,0,0,0,0,0,0
2020,Brazil,Jamaica,BRA,JAM,0,11,0,0,0,0,0
2020,Canada,Jamaica,CAN,JAM,896,318,0,0,0,0,0
2020,"Costa Rica",Jamaica,CRI,JAM,0,13,0,0,0,0,0
2020,France,Jamaica,FRA,JAM,20,0,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Jamaica,GBR,JAM,324,212,0,0,0,0,0
2020,Germany,Jamaica,DEU,JAM,68,40,0,0,0,0,0
2020,Mexico,Jamaica,MEX,JAM,6,5,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Jamaica,NLD,JAM,187,5,0,0,0,0,0
2020,Panama,Jamaica,PAN,JAM,0,5,0,0,0,0,0
2020,Spain,Jamaica,ESP,JAM,58,5,0,0,0,0,0
2020,Switzerland,Jamaica,CHE,JAM,7,0,0,0,0,0,0
2020,"Trinidad and Tobago",Jamaica,TTO,JAM,37,124,0,0,0,0,0
2020,"United States of America",Jamaica,USA,JAM,896,1164,0,0,0,0,0
2021,Argentina,Jamaica,ARG,JAM,13,0,0,0,0,0,0
2021,Australia,Jamaica,AUS,JAM,5,0,0,0,0,0,0
2021,Belgium,Jamaica,BEL,JAM,5,0,0,0,0,0,0
2021,Bahamas,Jamaica,BHS,JAM,5,0,0,0,0,0,0
2021,Brazil,Jamaica,BRA,JAM,0,11,0,0,0,0,0
2021,Canada,Jamaica,CAN,JAM,824,390,0,0,0,0,0
2021,"Costa Rica",Jamaica,CRI,JAM,0,32,0,0,0,0,0
2021,France,Jamaica,FRA,JAM,39,0,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland",Jamaica,GBR,JAM,264,201,0,0,0,0,0
2021,Germany,Jamaica,DEU,JAM,72,42,0,0,0,0,0
2021,Mexico,Jamaica,MEX,JAM,6,14,0,0,0,0,0
2021,"Netherlands (Kingdom of the)",Jamaica,NLD,JAM,179,11,0,0,0,0,0
2021,Panama,Jamaica,PAN,JAM,0,5,0,0,0,0,0
2021,Spain,Jamaica,ESP,JAM,61,20,0,0,0,0,0
2021,Sweden,Jamaica,SWE,JAM,5,0,0,0,0,0,0
2021,Switzerland,Jamaica,CHE,JAM,7,0,0,0,0,0,0
2021,"Trinidad and Tobago",Jamaica,TTO,JAM,42,160,0,0,0,0,0
2021,"United States of America",Jamaica,USA,JAM,892,1419,0,0,0,0,0
2024,Argentina,Jamaica,ARG,JAM,15,0,0,0,0,0,0
2024,Barbados,Jamaica,BRB,JAM,5,8,0,0,0,0,0
2024,Belgium,Jamaica,BEL,JAM,10,8,0,0,0,0,0
2024,Bahamas,Jamaica,BHS,JAM,0,8,0,0,0,0,0
2024,Brazil,Jamaica,BRA,JAM,0,23,0,0,0,0,0
2024,Canada,Jamaica,CAN,JAM,810,1042,0,0,0,0,0
2024,"Costa Rica",Jamaica,CRI,JAM,0,58,0,0,0,0,0
2024,France,Jamaica,FRA,JAM,47,0,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Jamaica,GBR,JAM,246,167,0,0,0,0,0
2024,Germany,Jamaica,DEU,JAM,99,46,0,0,0,0,0
2024,Israel,Jamaica,ISR,JAM,0,5,0,0,0,0,0
2024,Italy,Jamaica,ITA,JAM,5,0,0,0,0,0,0
2024,Mexico,Jamaica,MEX,JAM,10,56,0,0,0,0,0
2024,"Netherlands (Kingdom of the)",Jamaica,NLD,JAM,114,35,0,0,0,0,0
2024,Panama,Jamaica,PAN,JAM,5,7,0,0,0,0,0
2024,Portugal,Jamaica,PRT,JAM,11,0,0,0,0,0,0
2024,Spain,Jamaica,ESP,JAM,80,25,0,0,0,0,0
2024,Sweden,Jamaica,SWE,JAM,5,0,0,0,0,0,0
2024,Switzerland,Jamaica,CHE,JAM,7,5,0,0,0,0,0
2024,"Trinidad and Tobago",Jamaica,TTO,JAM,61,516,0,0,0,0,0
2024,"United States of America",Jamaica,USA,JAM,1022,7451,0,0,0,0,0
2023,Argentina,Jamaica,ARG,JAM,15,0,0,0,0,0,0
2023,Barbados,Jamaica,BRB,JAM,0,5,0,0,0,0,0
2023,Belgium,Jamaica,BEL,JAM,10,0,0,0,0,0,0
2023,Brazil,Jamaica,BRA,JAM,0,12,0,0,0,0,0
2023,Canada,Jamaica,CAN,JAM,439,556,0,0,0,0,0
2023,"Costa Rica",Jamaica,CRI,JAM,0,53,0,0,0,0,0
2023,France,Jamaica,FRA,JAM,45,6,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland",Jamaica,GBR,JAM,261,175,0,0,0,0,0
2023,Germany,Jamaica,DEU,JAM,90,32,0,0,0,0,0
2023,Italy,Jamaica,ITA,JAM,5,0,0,0,0,0,0
2023,Mexico,Jamaica,MEX,JAM,9,44,0,0,0,0,0
2023,"Netherlands (Kingdom of the)",Jamaica,NLD,JAM,132,19,0,0,0,0,0
2023,Panama,Jamaica,PAN,JAM,0,5,0,0,0,0,0
2023,Portugal,Jamaica,PRT,JAM,10,0,0,0,0,0,0
2023,Spain,Jamaica,ESP,JAM,67,30,0,0,0,0,0
2023,Sweden,Jamaica,SWE,JAM,5,0,0,0,0,0,0
2023,Switzerland,Jamaica,CHE,JAM,8,5,0,0,0,0,0
2023,"Trinidad and Tobago",Jamaica,TTO,JAM,57,481,0,0,0,0,0
2023,"United States of America",Jamaica,USA,JAM,975,5641,0,0,0,0,0
2022,Argentina,Jamaica,ARG,JAM,14,0,0,0,0,0,0
2022,Australia,Jamaica,AUS,JAM,5,0,0,0,0,0,0
2022,Belgium,Jamaica,BEL,JAM,6,5,0,0,0,0,0
2022,Bahamas,Jamaica,BHS,JAM,5,0,0,0,0,0,0
2022,Brazil,Jamaica,BRA,JAM,0,15,0,0,0,0,0
2022,Canada,Jamaica,CAN,JAM,332,480,0,0,0,0,0
2022,"Costa Rica",Jamaica,CRI,JAM,0,53,0,0,0,0,0
2022,France,Jamaica,FRA,JAM,41,0,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Jamaica,GBR,JAM,244,198,0,0,0,0,0
2022,Germany,Jamaica,DEU,JAM,26,35,0,0,0,0,0
2022,Mexico,Jamaica,MEX,JAM,7,37,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Jamaica,NLD,JAM,152,14,0,0,0,0,0
2022,Panama,Jamaica,PAN,JAM,0,5,0,0,0,0,0
2022,Portugal,Jamaica,PRT,JAM,12,0,0,0,0,0,0
2022,Spain,Jamaica,ESP,JAM,65,15,0,0,0,0,0
2022,Sweden,Jamaica,SWE,JAM,5,0,0,0,0,0,0
2022,Switzerland,Jamaica,CHE,JAM,8,0,0,0,0,0,0
2022,"Trinidad and Tobago",Jamaica,TTO,JAM,36,282,0,0,0,0,0
2022,"United States of America",Jamaica,USA,JAM,900,2206,0,0,0,0,0
2019,Argentina,Nicaragua,ARG,NIC,8,21,0,0,0,0,0
2019,Austria,Nicaragua,AUT,NIC,5,0,0,0,0,0,0
2019,Belgium,Nicaragua,BEL,NIC,9,17,0,0,0,0,0
2019,Brazil,Nicaragua,BRA,NIC,0,37,0,0,0,0,0
2019,Belize,Nicaragua,BLZ,NIC,0,5,0,0,0,0,0
2019,Canada,Nicaragua,CAN,NIC,203,514,0,0,0,0,0
2019,Chile,Nicaragua,CHL,NIC,0,5,0,0,0,0,0
2019,Colombia,Nicaragua,COL,NIC,14,0,0,0,0,0,0
2019,"Costa Rica",Nicaragua,CRI,NIC,1402,43481,0,0,0,0,0
2019,Denmark,Nicaragua,DNK,NIC,0,20,0,0,0,0,0
2019,"Dominican Rep.",Nicaragua,DOM,NIC,0,5,0,0,0,0,0
2019,Ecuador,Nicaragua,ECU,NIC,5,6,0,0,0,0,0
2019,Finland,Nicaragua,FIN,NIC,30,0,0,0,0,0,0
2019,France,Nicaragua,FRA,NIC,31,0,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Nicaragua,GBR,NIC,12,86,0,0,0,0,0
2019,Germany,Nicaragua,DEU,NIC,5,127,0,0,0,0,0
2019,Guatemala,Nicaragua,GTM,NIC,100,203,0,0,0,0,0
2019,Honduras,Nicaragua,HND,NIC,46,99,0,0,0,0,224
2019,Ireland,Nicaragua,IRL,NIC,0,7,0,0,0,0,0
2019,Italy,Nicaragua,ITA,NIC,47,25,0,0,0,0,0
2019,Mexico,Nicaragua,MEX,NIC,545,2306,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Nicaragua,NLD,NIC,0,49,0,0,0,0,0
2019,Norway,Nicaragua,NOR,NIC,0,19,0,0,0,0,0
2019,Panama,Nicaragua,PAN,NIC,178,7550,0,0,0,0,0
2019,Peru,Nicaragua,PER,NIC,7,6,0,0,0,0,0
2019,"El Salvador",Nicaragua,SLV,NIC,9,10,0,0,0,0,0
2019,Spain,Nicaragua,ESP,NIC,182,6145,0,0,0,0,0
2019,Sweden,Nicaragua,SWE,NIC,38,238,0,0,0,0,0
2019,Switzerland,Nicaragua,CHE,NIC,5,14,0,0,0,0,0
2019,"Trinidad and Tobago",Nicaragua,TTO,NIC,0,5,0,0,0,0,0
2019,Uruguay,Nicaragua,URY,NIC,6,8,0,0,0,0,0
2019,"United States of America",Nicaragua,USA,NIC,1489,5861,0,0,0,0,0
2020,Argentina,Nicaragua,ARG,NIC,11,19,0,0,0,0,0
2020,Austria,Nicaragua,AUT,NIC,5,0,0,0,0,0,0
2020,Belgium,Nicaragua,BEL,NIC,16,25,0,0,0,0,0
2020,Brazil,Nicaragua,BRA,NIC,0,40,0,0,0,0,0
2020,Belize,Nicaragua,BLZ,NIC,0,11,0,0,0,0,0
2020,Canada,Nicaragua,CAN,NIC,338,464,0,0,0,0,0
2020,Chile,Nicaragua,CHL,NIC,0,5,0,0,0,0,0
2020,Colombia,Nicaragua,COL,NIC,9,0,0,0,0,0,0
2020,"Costa Rica",Nicaragua,CRI,NIC,3811,38700,0,0,0,0,0
2020,Denmark,Nicaragua,DNK,NIC,9,0,0,0,0,0,0
2020,"Dominican Rep.",Nicaragua,DOM,NIC,0,5,0,0,0,0,0
2020,Ecuador,Nicaragua,ECU,NIC,5,0,0,0,0,0,0
2020,Finland,Nicaragua,FIN,NIC,53,22,0,0,0,0,0
2020,France,Nicaragua,FRA,NIC,33,5,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Nicaragua,GBR,NIC,36,72,0,0,0,0,0
2020,Germany,Nicaragua,DEU,NIC,5,180,0,0,0,0,0
2020,Guatemala,Nicaragua,GTM,NIC,61,127,0,0,0,0,1545
2020,Honduras,Nicaragua,HND,NIC,56,92,0,0,0,0,120
2020,Ireland,Nicaragua,IRL,NIC,9,5,0,0,0,0,0
2020,Italy,Nicaragua,ITA,NIC,0,23,0,0,0,0,0
2020,Mexico,Nicaragua,MEX,NIC,901,2461,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Nicaragua,NLD,NIC,14,33,0,0,0,0,0
2020,Norway,Nicaragua,NOR,NIC,0,8,0,0,0,0,0
2020,Panama,Nicaragua,PAN,NIC,179,5662,0,0,0,0,0
2020,Peru,Nicaragua,PER,NIC,7,8,0,0,0,0,0
2020,"El Salvador",Nicaragua,SLV,NIC,9,13,0,0,0,0,0
2020,Spain,Nicaragua,ESP,NIC,1303,5640,0,0,0,0,0
2020,Sweden,Nicaragua,SWE,NIC,63,72,0,0,0,0,0
2020,Switzerland,Nicaragua,CHE,NIC,5,15,0,0,0,0,0
2020,"Trinidad and Tobago",Nicaragua,TTO,NIC,0,5,0,0,0,0,0
2020,Uruguay,Nicaragua,URY,NIC,9,0,0,0,0,0,0
2020,"United States of America",Nicaragua,USA,NIC,1754,8373,0,0,0,0,0
2021,Argentina,Nicaragua,ARG,NIC,16,15,0,0,0,0,0
2021,Austria,Nicaragua,AUT,NIC,5,0,0,0,0,0,0
2021,Belgium,Nicaragua,BEL,NIC,26,10,0,0,0,0,0
2021,Brazil,Nicaragua,BRA,NIC,21,20,0,0,0,0,0
2021,Belize,Nicaragua,BLZ,NIC,5,0,0,0,0,0,0
2021,Canada,Nicaragua,CAN,NIC,684,191,0,0,0,0,0
2021,Chile,Nicaragua,CHL,NIC,0,5,0,0,0,0,0
2021,Colombia,Nicaragua,COL,NIC,10,0,0,0,0,0,0
2021,"Costa Rica",Nicaragua,CRI,NIC,4027,137274,0,0,0,0,0
2021,Denmark,Nicaragua,DNK,NIC,13,0,0,0,0,0,0
2021,"Dominican Rep.",Nicaragua,DOM,NIC,0,5,0,0,0,0,0
2021,Ecuador,Nicaragua,ECU,NIC,5,0,0,0,0,0,0
2021,Finland,Nicaragua,FIN,NIC,63,36,0,0,0,0,0
2021,France,Nicaragua,FRA,NIC,68,7,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland",Nicaragua,GBR,NIC,54,165,0,0,0,0,0
2021,Germany,Nicaragua,DEU,NIC,5,202,0,0,0,0,0
2021,Guatemala,Nicaragua,GTM,NIC,70,221,0,0,0,0,6774
2021,Honduras,Nicaragua,HND,NIC,113,68,0,0,0,0,120
2021,Ireland,Nicaragua,IRL,NIC,11,15,0,0,0,0,0
2021,Italy,Nicaragua,ITA,NIC,9,5,0,0,0,0,0
2021,Mexico,Nicaragua,MEX,NIC,1619,3891,0,0,0,0,22496
2021,"Netherlands (Kingdom of the)",Nicaragua,NLD,NIC,40,5,0,0,0,0,0
2021,Norway,Nicaragua,NOR,NIC,10,0,0,0,0,0,0
2021,Panama,Nicaragua,PAN,NIC,179,5230,0,0,0,0,0
2021,Peru,Nicaragua,PER,NIC,7,7,0,0,0,0,0
2021,"El Salvador",Nicaragua,SLV,NIC,22,27,0,0,0,0,0
2021,Spain,Nicaragua,ESP,NIC,1797,4805,0,0,0,0,0
2021,Sweden,Nicaragua,SWE,NIC,63,40,0,0,0,0,0
2021,Switzerland,Nicaragua,CHE,NIC,7,8,0,0,0,0,0
2021,"Trinidad and Tobago",Nicaragua,TTO,NIC,0,5,0,0,0,0,0
2021,Uruguay,Nicaragua,URY,NIC,9,0,0,0,0,0,0
2021,"United States of America",Nicaragua,USA,NIC,2083,11762,0,0,0,0,0
2024,Argentina,Nicaragua,ARG,NIC,18,12,0,0,0,0,0
2024,Austria,Nicaragua,AUT,NIC,5,5,0,0,0,0,0
2024,Belgium,Nicaragua,BEL,NIC,43,34,0,0,0,0,0
2024,Brazil,Nicaragua,BRA,NIC,35,22,0,0,0,0,0
2024,Belize,Nicaragua,BLZ,NIC,16,6,0,0,0,0,0
2024,Canada,Nicaragua,CAN,NIC,930,576,0,0,0,0,0
2024,Chile,Nicaragua,CHL,NIC,0,5,0,0,0,0,0
2024,Colombia,Nicaragua,COL,NIC,10,0,0,0,0,0,0
2024,"Costa Rica",Nicaragua,CRI,NIC,15327,190037,0,0,0,0,0
2024,Denmark,Nicaragua,DNK,NIC,13,0,0,0,0,0,0
2024,"Dominican Rep.",Nicaragua,DOM,NIC,0,5,0,0,0,0,0
2024,Ecuador,Nicaragua,ECU,NIC,9,0,0,0,0,0,0
2024,Finland,Nicaragua,FIN,NIC,167,33,0,0,0,0,0
2024,France,Nicaragua,FRA,NIC,149,10,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Nicaragua,GBR,NIC,311,179,0,0,0,0,0
2024,Germany,Nicaragua,DEU,NIC,84,387,0,0,0,0,0
2024,Greece,Nicaragua,GRC,NIC,5,0,0,0,0,0,0
2024,Guatemala,Nicaragua,GTM,NIC,226,519,0,0,0,0,1791
2024,Honduras,Nicaragua,HND,NIC,155,44,0,0,0,0,5993
2024,Ireland,Nicaragua,IRL,NIC,98,73,0,0,0,0,0
2024,Italy,Nicaragua,ITA,NIC,73,63,0,0,0,0,0
2024,Mexico,Nicaragua,MEX,NIC,2838,8817,0,0,0,0,1813
2024,"Netherlands (Kingdom of the)",Nicaragua,NLD,NIC,82,48,0,0,0,0,0
2024,Norway,Nicaragua,NOR,NIC,13,29,0,0,0,0,0
2024,Panama,Nicaragua,PAN,NIC,61,4940,0,0,0,0,0
2024,Peru,Nicaragua,PER,NIC,6,41,0,0,0,0,0
2024,"El Salvador",Nicaragua,SLV,NIC,33,67,0,0,0,0,0
2024,Spain,Nicaragua,ESP,NIC,3228,5420,0,0,0,0,0
2024,Sweden,Nicaragua,SWE,NIC,117,50,0,0,0,0,0
2024,Switzerland,Nicaragua,CHE,NIC,18,7,0,0,0,0,0
2024,Uruguay,Nicaragua,URY,NIC,8,5,0,0,0,0,0
2024,"United States of America",Nicaragua,USA,NIC,5942,144767,0,0,0,0,0
2023,Argentina,Nicaragua,ARG,NIC,18,19,0,0,0,0,0
2023,Austria,Nicaragua,AUT,NIC,5,5,0,0,0,0,0
2023,Belgium,Nicaragua,BEL,NIC,39,23,0,0,0,0,0
2023,Brazil,Nicaragua,BRA,NIC,33,23,0,0,0,0,0
2023,Belize,Nicaragua,BLZ,NIC,12,5,0,0,0,0,0
2023,Canada,Nicaragua,CAN,NIC,687,676,0,0,0,0,0
2023,Chile,Nicaragua,CHL,NIC,0,5,0,0,0,0,0
2023,Colombia,Nicaragua,COL,NIC,10,0,0,0,0,0,0
2023,"Costa Rica",Nicaragua,CRI,NIC,13326,171169,0,0,0,0,0
2023,Denmark,Nicaragua,DNK,NIC,13,0,0,0,0,0,0
2023,"Dominican Rep.",Nicaragua,DOM,NIC,5,6,0,0,0,0,0
2023,Ecuador,Nicaragua,ECU,NIC,7,0,0,0,0,0,0
2023,Finland,Nicaragua,FIN,NIC,131,107,0,0,0,0,0
2023,France,Nicaragua,FRA,NIC,132,12,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland",Nicaragua,GBR,NIC,191,289,0,0,0,0,0
2023,Germany,Nicaragua,DEU,NIC,29,443,0,0,0,0,0
2023,Guatemala,Nicaragua,GTM,NIC,167,344,0,0,0,0,4059
2023,Honduras,Nicaragua,HND,NIC,142,51,0,0,0,0,249
2023,Iceland,Nicaragua,ISL,NIC,0,5,0,0,0,0,0
2023,Ireland,Nicaragua,IRL,NIC,57,96,0,0,0,0,0
2023,Italy,Nicaragua,ITA,NIC,69,44,0,0,0,0,0
2023,Mexico,Nicaragua,MEX,NIC,2714,8743,0,0,0,0,287
2023,"Netherlands (Kingdom of the)",Nicaragua,NLD,NIC,86,48,0,0,0,0,0
2023,Norway,Nicaragua,NOR,NIC,12,26,0,0,0,0,0
2023,Panama,Nicaragua,PAN,NIC,203,4238,0,0,0,0,0
2023,Peru,Nicaragua,PER,NIC,11,37,0,0,0,0,0
2023,"El Salvador",Nicaragua,SLV,NIC,30,52,0,0,0,0,0
2023,Spain,Nicaragua,ESP,NIC,2602,5545,0,0,0,0,0
2023,Sweden,Nicaragua,SWE,NIC,118,88,0,0,0,0,0
2023,Switzerland,Nicaragua,CHE,NIC,19,11,0,0,0,0,0
2023,Uruguay,Nicaragua,URY,NIC,8,5,0,0,0,0,0
2023,"United States of America",Nicaragua,USA,NIC,4607,115917,0,0,0,0,0
2022,Argentina,Nicaragua,ARG,NIC,17,17,0,0,0,0,0
2022,Austria,Nicaragua,AUT,NIC,5,5,0,0,0,0,0
2022,Belgium,Nicaragua,BEL,NIC,28,25,0,0,0,0,0
2022,Brazil,Nicaragua,BRA,NIC,29,14,0,0,0,0,0
2022,Belize,Nicaragua,BLZ,NIC,7,0,0,0,0,0,0
2022,Canada,Nicaragua,CAN,NIC,451,702,0,0,0,0,0
2022,Chile,Nicaragua,CHL,NIC,0,5,0,0,0,0,0
2022,Colombia,Nicaragua,COL,NIC,10,0,0,0,0,0,0
2022,"Costa Rica",Nicaragua,CRI,NIC,7083,217125,0,0,0,0,0
2022,Denmark,Nicaragua,DNK,NIC,13,0,0,0,0,0,0
2022,"Dominican Rep.",Nicaragua,DOM,NIC,0,6,0,0,0,0,0
2022,Ecuador,Nicaragua,ECU,NIC,7,0,0,0,0,0,0
2022,Finland,Nicaragua,FIN,NIC,112,74,0,0,0,0,0
2022,France,Nicaragua,FRA,NIC,96,30,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Nicaragua,GBR,NIC,73,315,0,0,0,0,0
2022,Germany,Nicaragua,DEU,NIC,8,383,0,0,0,0,0
2022,Guatemala,Nicaragua,GTM,NIC,104,248,0,0,0,0,13367
2022,Honduras,Nicaragua,HND,NIC,125,56,0,0,0,0,1224
2022,Ireland,Nicaragua,IRL,NIC,34,54,0,0,0,0,0
2022,Italy,Nicaragua,ITA,NIC,15,30,0,0,0,0,0
2022,Mexico,Nicaragua,MEX,NIC,2081,10297,0,0,0,0,51133
2022,"Netherlands (Kingdom of the)",Nicaragua,NLD,NIC,58,55,0,0,0,0,0
2022,Norway,Nicaragua,NOR,NIC,10,5,0,0,0,0,0
2022,Panama,Nicaragua,PAN,NIC,184,4277,0,0,0,0,0
2022,Peru,Nicaragua,PER,NIC,10,0,0,0,0,0,0
2022,"El Salvador",Nicaragua,SLV,NIC,29,20,0,0,0,0,0
2022,Spain,Nicaragua,ESP,NIC,2195,4860,0,0,0,0,0
2022,Sweden,Nicaragua,SWE,NIC,70,164,0,0,0,0,0
2022,Switzerland,Nicaragua,CHE,NIC,9,9,0,0,0,0,0
2022,Uruguay,Nicaragua,URY,NIC,9,5,0,0,0,0,0
2022,"United States of America",Nicaragua,USA,NIC,3215,38882,0,0,0,0,0
2019,Brazil,Panama,BRA,PAN,0,9,0,0,0,0,0
2019,Canada,Panama,CAN,PAN,22,18,0,0,0,0,0
2019,"Costa Rica",Panama,CRI,PAN,5,13,0,0,0,0,0
2019,Ecuador,Panama,ECU,PAN,0,5,0,0,0,0,0
2019,Mexico,Panama,MEX,PAN,5,11,0,0,0,0,0
2019,Peru,Panama,PER,PAN,0,9,0,0,0,0,0
2019,Spain,Panama,ESP,PAN,0,70,0,0,0,0,0
